GROUP,SCPT
HEADING,LOCA_ID,SCPT_DPTH,SCPT_RES,SCPT_FRES,SCPT_PWP2,SCPT_REM
UNIT,,m,MPa,MPa,MPa,
TYPE,ID,3DP,4DP,4DP,4DP,X
DATA,CPT_26009,3.76,14.82,0.1352,0.0183,
DATA,CPT_26009,3.77,14.87,0.136,0.0186,
DATA,CPT_26009,3.78,14.81,0.1363,0.0189,
DATA,CPT_26009,3.79,14.74,0.1373,0.019,
DATA,CPT_26009,3.8,14.67,0.1378,0.0188,
DATA,CPT_26009,3.81,14.56,0.1381,0.0184,
DATA,CPT_26009,3.82,14.2,0.1397,0.0154,
DATA,CPT_26009,3.83,13.91,0.1409,0.0142,
DATA,CPT_26009,3.84,13.73,0.1411,0.0134,
DATA,CPT_26009,3.85,13.6,0.141,0.0119,
DATA,CPT_26009,3.86,13.56,0.1419,0.0024,
DATA,CPT_26009,3.87,13.56,0.1419,0.0024,
DATA,CPT_26009,3.88,13.56,0.1419,0.0024,
DATA,CPT_26009,3.89,12.82,0.1215,0.0082,
DATA,CPT_26009,3.9,13.27,0.1195,0.0063,
DATA,CPT_26009,3.91,13.28,0.1194,0.0015,
DATA,CPT_26009,3.92,13.19,0.1193,-0.005,
DATA,CPT_26009,3.93,13.09,0.1192,-0.0077,
DATA,CPT_26009,3.94,12.96,0.1187,-0.0084,
DATA,CPT_26009,3.95,12.84,0.1179,-0.0069,
DATA,CPT_26009,3.96,12.63,0.116,0.002,
DATA,CPT_26009,3.97,12.56,0.1138,0.0075,
DATA,CPT_26009,3.98,12.48,0.1123,0.0103,
DATA,CPT_26009,3.99,12.41,0.1111,0.0128,
DATA,CPT_26009,4,12.35,0.1108,0.013,
DATA,CPT_26009,4.01,12.26,0.1105,0.0109,
DATA,CPT_26009,4.02,12.25,0.1118,0.0088,
DATA,CPT_26009,4.03,12.32,0.1129,0.0053,
DATA,CPT_26009,4.04,12.41,0.1139,0.0037,
DATA,CPT_26009,4.05,12.68,0.1143,0.0026,
DATA,CPT_26009,4.06,12.86,0.1133,0.0021,
DATA,CPT_26009,4.07,13.11,0.1123,0.0008,
DATA,CPT_26009,4.08,13.36,0.111,-0.0032,
DATA,CPT_26009,4.09,13.63,0.1097,-0.0086,
DATA,CPT_26009,4.1,14.13,0.1086,-0.0205,
DATA,CPT_26009,4.11,14.22,0.1085,-0.0269,
DATA,CPT_26009,4.12,14.16,0.1081,-0.0322,
DATA,CPT_26009,4.13,13.94,0.1077,-0.0366,
DATA,CPT_26009,4.14,13.42,0.1047,-0.0395,
DATA,CPT_26009,4.15,13.13,0.1044,-0.0402,
DATA,CPT_26009,4.16,12.91,0.1051,-0.0402,
DATA,CPT_26009,4.17,12.73,0.1052,-0.0395,
DATA,CPT_26009,4.18,12.61,0.1054,-0.0354,
DATA,CPT_26009,4.19,12.46,0.1082,-0.0277,
DATA,CPT_26009,4.2,12.4,0.1103,-0.0263,
DATA,CPT_26009,4.21,12.4,0.1121,-0.0256,
DATA,CPT_26009,4.22,12.41,0.1133,-0.025,
DATA,CPT_26009,4.23,12.46,0.1145,-0.0251,
DATA,CPT_26009,4.24,12.53,0.1162,-0.0243,
DATA,CPT_26009,4.25,12.56,0.1156,-0.0241,
DATA,CPT_26009,4.26,12.64,0.114,-0.024,
DATA,CPT_26009,4.27,12.72,0.1125,-0.0238,
DATA,CPT_26009,4.28,12.81,0.1082,-0.0245,
DATA,CPT_26009,4.29,12.85,0.1066,-0.0248,
DATA,CPT_26009,4.3,12.89,0.1053,-0.0251,
DATA,CPT_26009,4.31,12.94,0.1031,-0.0255,
DATA,CPT_26009,4.32,12.96,0.102,-0.0257,
DATA,CPT_26009,4.33,13.08,0.0999,-0.0261,
DATA,CPT_26009,4.34,13.16,0.099,-0.0261,
DATA,CPT_26009,4.35,13.26,0.0985,-0.0261,
DATA,CPT_26009,4.36,13.38,0.0982,-0.0263,
DATA,CPT_26009,4.37,13.63,0.0974,-0.026,
DATA,CPT_26009,4.38,13.79,0.0968,-0.0257,
DATA,CPT_26009,4.39,13.92,0.0956,-0.0256,
DATA,CPT_26009,4.4,14.01,0.0952,-0.0253,
DATA,CPT_26009,4.41,14.09,0.0949,-0.0251,
DATA,CPT_26009,4.42,14.14,0.0952,-0.0247,
DATA,CPT_26009,4.43,14.14,0.0958,-0.0244,
DATA,CPT_26009,4.44,14.1,0.0966,-0.0243,
DATA,CPT_26009,4.45,14.01,0.0977,-0.0241,
DATA,CPT_26009,4.46,13.89,0.1012,-0.0237,
DATA,CPT_26009,4.47,13.81,0.1034,-0.0236,
DATA,CPT_26009,4.48,13.72,0.1062,-0.0233,
DATA,CPT_26009,4.49,13.6,0.1092,-0.0231,
DATA,CPT_26009,4.5,13.48,0.1121,-0.0229,
DATA,CPT_26009,4.51,13.3,0.1171,-0.0225,
DATA,CPT_26009,4.52,13.22,0.1192,-0.0223,
DATA,CPT_26009,4.53,13.15,0.1218,-0.0222,
DATA,CPT_26009,4.54,13.07,0.1233,-0.0219,
DATA,CPT_26009,4.55,13,0.1257,-0.0216,
DATA,CPT_26009,4.56,12.95,0.1286,-0.0213,
DATA,CPT_26009,4.57,12.99,0.1303,-0.021,
DATA,CPT_26009,4.58,13.05,0.1309,-0.0208,
DATA,CPT_26009,4.59,13.08,0.1308,-0.0207,
DATA,CPT_26009,4.6,13.09,0.1312,-0.0202,
DATA,CPT_26009,4.61,13.07,0.1313,-0.0201,
DATA,CPT_26009,4.62,13.07,0.1317,-0.0199,
DATA,CPT_26009,4.63,13.02,0.1312,-0.0197,
DATA,CPT_26009,4.64,12.88,0.1307,-0.0194,
DATA,CPT_26009,4.65,12.76,0.1308,-0.019,
DATA,CPT_26009,4.66,12.71,0.1304,-0.0188,
DATA,CPT_26009,4.67,12.64,0.1307,-0.0184,
DATA,CPT_26009,4.68,12.65,0.1311,-0.0182,
DATA,CPT_26009,4.69,12.61,0.1322,-0.018,
DATA,CPT_26009,4.7,12.58,0.1321,-0.0178,
DATA,CPT_26009,4.71,12.48,0.1318,-0.0175,
DATA,CPT_26009,4.72,12.32,0.1318,-0.0173,
DATA,CPT_26009,4.73,12.24,0.1316,-0.0171,
DATA,CPT_26009,4.74,12.14,0.1309,-0.0168,
DATA,CPT_26009,4.75,12.04,0.1299,-0.0167,
DATA,CPT_26009,4.76,11.92,0.1294,-0.0166,
DATA,CPT_26009,4.77,11.75,0.1301,-0.0162,
DATA,CPT_26009,4.78,11.61,0.1299,-0.0161,
DATA,CPT_26009,4.79,11.5,0.1301,-0.016,
DATA,CPT_26009,4.8,11.38,0.1309,-0.0158,
DATA,CPT_26009,4.81,11.2,0.1322,-0.0155,
DATA,CPT_26009,4.82,11.15,0.1322,-0.0153,
DATA,CPT_26009,4.83,11.09,0.1316,-0.0152,
DATA,CPT_26009,4.84,11.06,0.1312,-0.015,
DATA,CPT_26009,4.85,10.99,0.1293,-0.0146,
DATA,CPT_26009,4.86,10.938,0.1278,-0.0137,
DATA,CPT_26009,4.87,10.886,0.1262,-0.0128,
DATA,CPT_26009,4.88,10.833,0.1246,-0.012,
DATA,CPT_26009,4.89,10.781,0.1231,-0.0111,
DATA,CPT_26009,4.9,10.729,0.1215,-0.0102,
DATA,CPT_26009,4.91,10.677,0.1199,-0.0093,
DATA,CPT_26009,4.92,10.624,0.1184,-0.0084,
DATA,CPT_26009,4.93,10.572,0.1168,-0.0075,
DATA,CPT_26009,4.94,10.52,0.1152,-0.0066,
DATA,CPT_26009,4.95,10.44,0.1152,-0.0063,
DATA,CPT_26009,4.96,10.41,0.1151,-0.0062,
DATA,CPT_26009,4.97,10.38,0.1148,-0.006,
DATA,CPT_26009,4.98,10.37,0.1144,-0.0058,
DATA,CPT_26009,4.99,10.37,0.1143,-0.0055,
DATA,CPT_26009,5,10.38,0.1142,-0.0053,
DATA,CPT_26009,5.01,10.4,0.1135,-0.0051,
DATA,CPT_26009,5.02,10.41,0.1133,-0.0049,
DATA,CPT_26009,5.03,10.42,0.1136,-0.0048,
DATA,CPT_26009,5.04,10.38,0.1146,-0.0043,
DATA,CPT_26009,5.05,10.38,0.1153,-0.0042,
DATA,CPT_26009,5.06,10.36,0.1154,-0.0041,
DATA,CPT_26009,5.07,10.31,0.115,-0.0039,
DATA,CPT_26009,5.08,10.28,0.1151,-0.0037,
DATA,CPT_26009,5.09,10.18,0.1161,-0.0034,
DATA,CPT_26009,5.1,10.12,0.1169,-0.0032,
DATA,CPT_26009,5.11,10.07,0.1178,-0.003,
DATA,CPT_26009,5.12,10.01,0.1188,-0.0028,
DATA,CPT_26009,5.13,9.94,0.1203,-0.0025,
DATA,CPT_26009,5.14,9.91,0.1207,-0.0023,
DATA,CPT_26009,5.15,9.89,0.1216,-0.0021,
DATA,CPT_26009,5.16,9.87,0.1223,-0.002,
DATA,CPT_26009,5.17,9.81,0.1232,-0.0016,
DATA,CPT_26009,5.18,9.77,0.1237,-0.0014,
DATA,CPT_26009,5.19,9.74,0.1242,-0.0013,
DATA,CPT_26009,5.2,9.7,0.1241,-0.0011,
DATA,CPT_26009,5.21,9.67,0.1242,-0.0009,
DATA,CPT_26009,5.22,9.57,0.1234,-0.0006,
DATA,CPT_26009,5.23,9.52,0.1225,-0.0004,
DATA,CPT_26009,5.24,9.47,0.1218,-0.0002,
DATA,CPT_26009,5.25,9.42,0.1213,-0.0001,
DATA,CPT_26009,5.26,9.3,0.1203,0.0001,
DATA,CPT_26009,5.27,9.27,0.1199,0.0003,
DATA,CPT_26009,5.28,9.25,0.1194,0.0005,
DATA,CPT_26009,5.29,9.22,0.1185,0.0007,
DATA,CPT_26009,5.3,9.2,0.116,0.0009,
DATA,CPT_26009,5.31,9.19,0.1151,0.0012,
DATA,CPT_26009,5.32,9.19,0.1139,0.0014,
DATA,CPT_26009,5.33,9.18,0.113,0.0015,
DATA,CPT_26009,5.34,9.15,0.1125,0.0017,
DATA,CPT_26009,5.35,9.12,0.1119,0.0019,
DATA,CPT_26009,5.36,9.07,0.1116,0.0022,
DATA,CPT_26009,5.37,9.03,0.1114,0.0024,
DATA,CPT_26009,5.38,9,0.1114,0.0026,
DATA,CPT_26009,5.39,8.99,0.1115,0.0028,
DATA,CPT_26009,5.4,9,0.1111,0.0032,
DATA,CPT_26009,5.41,9.02,0.1107,0.0034,
DATA,CPT_26009,5.42,9.07,0.1107,0.0035,
DATA,CPT_26009,5.43,9.14,0.1105,0.0037,
DATA,CPT_26009,5.44,9.28,0.1097,0.0042,
DATA,CPT_26009,5.45,9.35,0.1089,0.0043,
DATA,CPT_26009,5.46,9.39,0.1083,0.0046,
DATA,CPT_26009,5.47,9.45,0.108,0.0048,
DATA,CPT_26009,5.48,9.57,0.1073,0.0049,
DATA,CPT_26009,5.49,9.94,0.1047,0.0055,
DATA,CPT_26009,5.5,10.21,0.1032,0.0056,
DATA,CPT_26009,5.51,10.46,0.102,0.0059,
DATA,CPT_26009,5.52,10.65,0.101,0.0061,
DATA,CPT_26009,5.53,10.83,0.0997,0.0065,
DATA,CPT_26009,5.54,10.9,0.0991,0.0067,
DATA,CPT_26009,5.55,10.9,0.0995,0.0068,
DATA,CPT_26009,5.56,10.92,0.1001,0.0069,
DATA,CPT_26009,5.57,10.93,0.1007,0.007,
DATA,CPT_26009,5.58,10.85,0.101,0.0073,
DATA,CPT_26009,5.59,10.78,0.1011,0.0075,
DATA,CPT_26009,5.6,10.69,0.1012,0.0076,
DATA,CPT_26009,5.61,10.58,0.102,0.0078,
DATA,CPT_26009,5.62,10.43,0.1042,0.0082,
DATA,CPT_26009,5.63,10.37,0.1049,0.0084,
DATA,CPT_26009,5.64,10.3,0.1057,0.0086,
DATA,CPT_26009,5.65,10.01,0.1053,0.009,
DATA,CPT_26009,5.66,9.45,0.1035,0.0091,
DATA,CPT_26009,5.67,9.12,0.1025,0.0092,
DATA,CPT_26009,5.68,8.78,0.1026,0.0092,
DATA,CPT_26009,5.69,8.41,0.1032,0.0093,
DATA,CPT_26009,5.7,7.59,0.1049,0.0093,
DATA,CPT_26009,5.71,7.12,0.1051,0.0093,
DATA,CPT_26009,5.72,6.71,0.1059,0.0093,
DATA,CPT_26009,5.73,6.29,0.1051,0.0093,
DATA,CPT_26009,5.74,5.78,0.1052,0.0093,
DATA,CPT_26009,5.75,4.8,0.1073,0.0093,
DATA,CPT_26009,5.76,4.28,0.1085,0.0093,
DATA,CPT_26009,5.77,3.86,0.109,0.0093,
DATA,CPT_26009,5.78,3.48,0.1089,0.0093,
DATA,CPT_26009,5.79,3.14,0.1092,0.0093,
DATA,CPT_26009,5.8,2.54,0.1087,0.0094,
DATA,CPT_26009,5.81,2.27,0.1089,0.0095,
DATA,CPT_26009,5.82,1.94,0.1083,0.0095,
DATA,CPT_26009,5.83,1.65,0.1098,0.011,
DATA,CPT_26009,5.84,1.32,0.1113,0.0124,
DATA,CPT_26009,5.85,1.24,0.1111,0.0134,
DATA,CPT_26009,5.86,1.18,0.1116,0.0144,
DATA,CPT_26009,5.87,1.13,0.1119,0.0158,
DATA,CPT_26009,5.88,1.13,0.1119,0.0158,
DATA,CPT_26009,5.89,1.13,0.1119,0.0158,
DATA,CPT_26009,5.9,1.5,0.093,0.0492,
DATA,CPT_26009,5.91,2.34,0.0881,0.0608,
DATA,CPT_26009,5.92,3.38,0.0775,0.064,
DATA,CPT_26009,5.93,3.21,0.0683,0.0584,
DATA,CPT_26009,5.94,2.84,0.0691,0.0366,
DATA,CPT_26009,5.95,2.44,0.065,0.0392,
DATA,CPT_26009,5.96,2.11,0.0645,0.0403,
DATA,CPT_26009,5.97,1.81,0.0634,0.0408,
DATA,CPT_26009,5.98,1.34,0.061,0.0418,
DATA,CPT_26009,5.99,1.17,0.0614,0.0421,
DATA,CPT_26009,6,1.06,0.0628,0.0423,
DATA,CPT_26009,6.01,0.98,0.0648,0.0426,
DATA,CPT_26009,6.02,0.93,0.0653,0.0436,
DATA,CPT_26009,6.03,0.73,0.0658,0.045,
DATA,CPT_26009,6.04,0.65,0.0623,0.0464,
DATA,CPT_26009,6.05,0.59,0.0597,0.0513,
DATA,CPT_26009,6.06,0.55,0.0563,0.055,
DATA,CPT_26009,6.07,0.52,0.0452,0.0774,
DATA,CPT_26009,6.08,0.52,0.0428,0.1233,
DATA,CPT_26009,6.09,0.51,0.0406,0.161,
DATA,CPT_26009,6.1,0.51,0.0382,0.1864,
DATA,CPT_26009,6.11,0.51,0.0361,0.1971,
DATA,CPT_26009,6.12,0.52,0.0317,0.1971,
DATA,CPT_26009,6.13,0.51,0.0293,0.2031,
DATA,CPT_26009,6.14,0.51,0.0262,0.2059,
DATA,CPT_26009,6.15,0.5,0.0225,0.2146,
DATA,CPT_26009,6.16,0.5,0.0192,0.2198,
DATA,CPT_26009,6.17,0.49,0.0152,0.2219,
DATA,CPT_26009,6.18,0.49,0.0081,0.2316,
DATA,CPT_26009,6.19,0.48,0.0057,0.2345,
DATA,CPT_26009,6.2,0.47,0.0043,0.2366,
DATA,CPT_26009,6.21,0.47,0.0037,0.237,
DATA,CPT_26009,6.22,0.46,0.0033,0.2417,
DATA,CPT_26009,6.23,0.46,0.0031,0.2394,
DATA,CPT_26009,6.24,0.46,0.0029,0.2407,
DATA,CPT_26009,6.25,0.47,0.0027,0.2412,
DATA,CPT_26009,6.26,0.47,0.0026,0.2386,
DATA,CPT_26009,6.27,0.47,0.0026,0.2371,
DATA,CPT_26009,6.28,0.46,0.0021,0.2367,
DATA,CPT_26009,6.29,0.46,0.0019,0.2373,
DATA,CPT_26009,6.3,0.46,0.0019,0.238,
DATA,CPT_26009,6.31,0.46,0.0019,0.2364,
DATA,CPT_26009,6.32,0.47,0.0019,0.239,
DATA,CPT_26009,6.33,0.47,0.0019,0.2406,
DATA,CPT_26009,6.34,0.47,0.0019,0.2402,
DATA,CPT_26009,6.35,0.48,0.0019,0.2392,
DATA,CPT_26009,6.36,0.5,0.0019,0.2409,
DATA,CPT_26009,6.37,0.5,0.002,0.2422,
DATA,CPT_26009,6.38,0.5,0.002,0.243,
DATA,CPT_26009,6.39,0.49,0.002,0.2443,
DATA,CPT_26009,6.4,0.5,0.0021,0.2445,
DATA,CPT_26009,6.41,0.51,0.0023,0.2512,
DATA,CPT_26009,6.42,0.53,0.0023,0.2574,
DATA,CPT_26009,6.43,0.55,0.0023,0.2628,
DATA,CPT_26009,6.44,0.63,0.0026,0.2741,
DATA,CPT_26009,6.45,0.66,0.0032,0.2833,
DATA,CPT_26009,6.46,0.69,0.0035,0.2895,
DATA,CPT_26009,6.47,0.77,0.0036,0.2911,
DATA,CPT_26009,6.48,0.89,0.0036,0.3005,
DATA,CPT_26009,6.49,2.04,0.0043,0.3174,
DATA,CPT_26009,6.5,3.49,0.0054,0.3038,
DATA,CPT_26009,6.51,5.83,0.0046,0.2143,
DATA,CPT_26009,6.52,8.02,0.0067,0.0664,
DATA,CPT_26009,6.53,9.77,0.0109,0.0432,
DATA,CPT_26009,6.54,10.22,0.0127,0.0422,
DATA,CPT_26009,6.55,10.59,0.0154,0.0422,
DATA,CPT_26009,6.56,10.98,0.019,0.0429,
DATA,CPT_26009,6.57,11.36,0.0226,0.0434,
DATA,CPT_26009,6.58,11.97,0.0305,0.0428,
DATA,CPT_26009,6.59,12.21,0.0341,0.0423,
DATA,CPT_26009,6.6,12.42,0.0385,0.0421,
DATA,CPT_26009,6.61,12.64,0.043,0.042,
DATA,CPT_26009,6.62,13.08,0.0532,0.0417,
DATA,CPT_26009,6.63,13.34,0.057,0.0416,
DATA,CPT_26009,6.64,13.59,0.0611,0.0416,
DATA,CPT_26009,6.65,14,0.0688,0.0416,
DATA,CPT_26009,6.66,14.36,0.0793,0.0417,
DATA,CPT_26009,6.67,14.51,0.084,0.0417,
DATA,CPT_26009,6.68,14.7,0.0877,0.0417,
DATA,CPT_26009,6.69,14.87,0.0915,0.0418,
DATA,CPT_26009,6.7,15.17,0.0999,0.0423,
DATA,CPT_26009,6.71,15.25,0.1037,0.0424,
DATA,CPT_26009,6.72,15.36,0.1087,0.0428,
DATA,CPT_26009,6.73,15.5,0.112,0.0428,
DATA,CPT_26009,6.74,15.61,0.1156,0.043,
DATA,CPT_26009,6.75,15.9,0.1221,0.0433,
DATA,CPT_26009,6.76,16.05,0.1249,0.0434,
DATA,CPT_26009,6.77,16.13,0.1271,0.0437,
DATA,CPT_26009,6.78,16.22,0.1297,0.0443,
DATA,CPT_26009,6.79,16.49,0.1322,0.0445,
DATA,CPT_26009,6.8,16.57,0.1326,0.0444,
DATA,CPT_26009,6.81,16.6,0.1344,0.0448,
DATA,CPT_26009,6.82,16.66,0.1348,0.0452,
DATA,CPT_26009,6.83,16.78,0.138,0.0458,
DATA,CPT_26009,6.84,16.83,0.1378,0.0451,
DATA,CPT_26009,6.85,16.84,0.1393,0.0458,
DATA,CPT_26009,6.86,16.83,0.1399,0.0458,
DATA,CPT_26009,6.87,16.881,0.1369,0.0457,
DATA,CPT_26009,6.88,16.933,0.1338,0.0457,
DATA,CPT_26009,6.89,16.984,0.1308,0.0456,
DATA,CPT_26009,6.9,17.035,0.1277,0.0456,
DATA,CPT_26009,6.91,17.086,0.1247,0.0455,
DATA,CPT_26009,6.92,17.138,0.1216,0.0455,
DATA,CPT_26009,6.93,17.189,0.1186,0.0454,
DATA,CPT_26009,6.94,17.24,0.1155,0.0454,
DATA,CPT_26009,6.95,17.49,0.1173,0.0459,
DATA,CPT_26009,6.96,17.86,0.1206,0.0463,
DATA,CPT_26009,6.97,18.02,0.121,0.0465,
DATA,CPT_26009,6.98,18.18,0.1222,0.0471,
DATA,CPT_26009,6.99,18.3,0.1229,0.0474,
DATA,CPT_26009,7,18.49,0.1227,0.0478,
DATA,CPT_26009,7.01,18.58,0.1216,0.048,
DATA,CPT_26009,7.02,18.64,0.1208,0.0485,
DATA,CPT_26009,7.03,18.78,0.1194,0.0486,
DATA,CPT_26009,7.04,18.85,0.119,0.049,
DATA,CPT_26009,7.05,18.97,0.1197,0.0493,
DATA,CPT_26009,7.06,19.04,0.1212,0.0497,
DATA,CPT_26009,7.07,19.034,0.1193,0.0498,
DATA,CPT_26009,7.08,19.028,0.1173,0.0498,
DATA,CPT_26009,7.09,19.021,0.1153,0.0499,
DATA,CPT_26009,7.1,19.015,0.1134,0.05,
DATA,CPT_26009,7.11,19.009,0.1114,0.0501,
DATA,CPT_26009,7.12,19.003,0.1094,0.0501,
DATA,CPT_26009,7.13,18.996,0.1075,0.0502,
DATA,CPT_26009,7.14,18.99,0.1055,0.0503,
DATA,CPT_26009,7.15,19.11,0.1089,0.0508,
DATA,CPT_26009,7.16,19.16,0.1098,0.0512,
DATA,CPT_26009,7.17,19.18,0.1114,0.0514,
DATA,CPT_26009,7.18,19.24,0.1129,0.0518,
DATA,CPT_26009,7.19,19.22,0.114,0.052,
DATA,CPT_26009,7.2,19.02,0.1154,0.0521,
DATA,CPT_26009,7.21,18.86,0.1158,0.052,
DATA,CPT_26009,7.22,18.65,0.1169,0.0523,
DATA,CPT_26009,7.23,18.13,0.1175,0.0527,
DATA,CPT_26009,7.24,17.81,0.1185,0.0525,
DATA,CPT_26009,7.25,17.43,0.1199,0.0525,
DATA,CPT_26009,7.26,17,0.1212,0.0524,
DATA,CPT_26009,7.27,16.5,0.1227,0.0521,
DATA,CPT_26009,7.28,15.62,0.1267,0.052,
DATA,CPT_26009,7.29,15.37,0.1283,0.0519,
DATA,CPT_26009,7.3,15.15,0.1294,0.0516,
DATA,CPT_26009,7.31,14.96,0.1314,0.0512,
DATA,CPT_26009,7.32,14.63,0.1348,0.0511,
DATA,CPT_26009,7.33,14.49,0.1348,0.0507,
DATA,CPT_26009,7.34,14.35,0.1349,0.0506,
DATA,CPT_26009,7.35,14.29,0.1344,0.0485,
DATA,CPT_26009,7.36,14.28,0.1341,0.0401,
DATA,CPT_26009,7.37,14.36,0.1334,0.0291,
DATA,CPT_26009,7.38,14.58,0.127,0.0185,
DATA,CPT_26009,7.39,14.65,0.1237,0.0194,
DATA,CPT_26009,7.4,14.63,0.1199,0.0204,
DATA,CPT_26009,7.41,14.61,0.1152,0.021,
DATA,CPT_26009,7.42,14.53,0.107,0.0223,
DATA,CPT_26009,7.43,14.48,0.1036,0.0229,
DATA,CPT_26009,7.44,14.44,0.1006,0.0236,
DATA,CPT_26009,7.45,14.38,0.0983,0.0242,
DATA,CPT_26009,7.46,14.29,0.0938,0.0252,
DATA,CPT_26009,7.47,14.29,0.0912,0.0257,
DATA,CPT_26009,7.48,14.25,0.0889,0.0262,
DATA,CPT_26009,7.49,14.2,0.0872,0.0267,
DATA,CPT_26009,7.5,14.1,0.0864,0.0271,
DATA,CPT_26009,7.51,13.79,0.088,0.0277,
DATA,CPT_26009,7.52,13.61,0.0896,0.0281,
DATA,CPT_26009,7.53,13.46,0.0913,0.0284,
DATA,CPT_26009,7.54,13.31,0.0931,0.0288,
DATA,CPT_26009,7.55,13.16,0.0961,0.0295,
DATA,CPT_26009,7.56,13.16,0.0973,0.0298,
DATA,CPT_26009,7.57,13.21,0.0981,0.0303,
DATA,CPT_26009,7.58,13.22,0.0985,0.0306,
DATA,CPT_26009,7.59,13.22,0.0992,0.031,
DATA,CPT_26009,7.6,13.13,0.1003,0.0317,
DATA,CPT_26009,7.61,13.04,0.1008,0.032,
DATA,CPT_26009,7.62,12.93,0.1019,0.0324,
DATA,CPT_26009,7.63,12.8,0.1031,0.0326,
DATA,CPT_26009,7.64,12.69,0.1039,0.0329,
DATA,CPT_26009,7.65,12.51,0.1051,0.0335,
DATA,CPT_26009,7.66,12.44,0.1051,0.0339,
DATA,CPT_26009,7.67,12.37,0.1057,0.0341,
DATA,CPT_26009,7.68,12.29,0.1062,0.0345,
DATA,CPT_26009,7.69,12.14,0.1068,0.0351,
DATA,CPT_26009,7.7,12.07,0.1068,0.0354,
DATA,CPT_26009,7.71,12.08,0.1068,0.0357,
DATA,CPT_26009,7.72,12.12,0.1073,0.0361,
DATA,CPT_26009,7.73,12.24,0.1073,0.0365,
DATA,CPT_26009,7.74,12.48,0.1065,0.0372,
DATA,CPT_26009,7.75,12.68,0.106,0.0376,
DATA,CPT_26009,7.76,12.92,0.1054,0.0381,
DATA,CPT_26009,7.77,13.17,0.1044,0.0384,
DATA,CPT_26009,7.78,13.54,0.1032,0.0391,
DATA,CPT_26009,7.79,13.66,0.1026,0.0395,
DATA,CPT_26009,7.8,13.8,0.1023,0.0398,
DATA,CPT_26009,7.81,14.1,0.1024,0.0406,
DATA,CPT_26009,7.82,14.23,0.1024,0.0409,
DATA,CPT_26009,7.83,14.38,0.1025,0.0412,
DATA,CPT_26009,7.84,14.53,0.1031,0.0416,
DATA,CPT_26009,7.85,14.71,0.1039,0.042,
DATA,CPT_26009,7.86,15.04,0.1048,0.0427,
DATA,CPT_26009,7.87,15.15,0.1059,0.043,
DATA,CPT_26009,7.88,15.24,0.107,0.0433,
DATA,CPT_26009,7.89,15.24,0.107,0.0433,
DATA,CPT_26009,7.9,15.24,0.107,0.0433,
DATA,CPT_26009,7.91,15.11,0.0844,0.0485,
DATA,CPT_26009,7.92,15.33,0.0882,0.0488,
DATA,CPT_26009,7.93,15.46,0.0918,0.0492,
DATA,CPT_26009,7.94,15.52,0.0956,0.0494,
DATA,CPT_26009,7.95,15.69,0.1016,0.0498,
DATA,CPT_26009,7.96,15.72,0.1047,0.05,
DATA,CPT_26009,7.97,15.74,0.1074,0.0501,
DATA,CPT_26009,7.98,15.76,0.1096,0.0504,
DATA,CPT_26009,7.99,15.72,0.1145,0.0506,
DATA,CPT_26009,8,15.7,0.1166,0.0509,
DATA,CPT_26009,8.01,15.71,0.118,0.0509,
DATA,CPT_26009,8.02,15.71,0.1191,0.0511,
DATA,CPT_26009,8.03,15.73,0.1199,0.0512,
DATA,CPT_26009,8.04,15.62,0.1223,0.0514,
DATA,CPT_26009,8.05,15.62,0.1247,0.0515,
DATA,CPT_26009,8.06,15.71,0.1267,0.0518,
DATA,CPT_26009,8.07,15.84,0.1283,0.0521,
DATA,CPT_26009,8.08,16.26,0.1306,0.0526,
DATA,CPT_26009,8.09,16.42,0.1318,0.0527,
DATA,CPT_26009,8.1,16.73,0.1308,0.053,
DATA,CPT_26009,8.11,16.83,0.1318,0.0534,
DATA,CPT_26009,8.12,16.83,0.1323,0.0534,
DATA,CPT_26009,8.13,16.77,0.133,0.0532,
DATA,CPT_26009,8.14,16.55,0.1344,0.0531,
DATA,CPT_26009,8.15,16.55,0.1344,0.0531,
DATA,CPT_26009,8.16,16.55,0.1344,0.0531,
DATA,CPT_26009,8.17,16.06,0.1141,0.0547,
DATA,CPT_26009,8.18,15.97,0.12,0.0549,
DATA,CPT_26009,8.19,15.91,0.123,0.0552,
DATA,CPT_26009,8.2,15.9,0.1261,0.0554,
DATA,CPT_26009,8.21,15.93,0.1297,0.0554,
DATA,CPT_26009,8.22,15.97,0.131,0.0555,
DATA,CPT_26009,8.23,15.97,0.1322,0.0557,
DATA,CPT_26009,8.24,16.06,0.1325,0.056,
DATA,CPT_26009,8.25,16.2,0.1323,0.0562,
DATA,CPT_26009,8.26,16.28,0.1315,0.0563,
DATA,CPT_26009,8.27,16.31,0.1318,0.0565,
DATA,CPT_26009,8.28,16.55,0.1332,0.0571,
DATA,CPT_26009,8.29,16.66,0.133,0.0569,
DATA,CPT_26009,8.3,16.78,0.1327,0.057,
DATA,CPT_26009,8.31,16.85,0.1323,0.0573,
DATA,CPT_26009,8.32,16.95,0.1318,0.0575,
DATA,CPT_26009,8.33,17.04,0.1304,0.058,
DATA,CPT_26009,8.34,17.06,0.1294,0.0583,
DATA,CPT_26009,8.35,17.04,0.129,0.0584,
DATA,CPT_26009,8.36,17.04,0.1287,0.0585,
DATA,CPT_26009,8.37,17.02,0.1286,0.0587,
